BATTER_ID,PLAYER_NAME,BALLS_STRIKES,Total_Pitches,PITCH_TYPE_BB,PITCH_TYPE_FB,PITCH_TYPE_OS,PITCH_TYPE_BB_pct,PITCH_TYPE_FB_pct,PITCH_TYPE_OS_pct
444482,"Peralta, David",0_0,407.0000000000002,103.00000000000021,248.00000000000026,55.99999999999979,25.307125307125343,60.93366093366096,13.759213759213699
444482,"Peralta, David",0_1,198.99999999999977,52.16297675476489,101.78176776291374,45.05525548232114,26.21255113304771,51.14661696628837,22.640831900663912
444482,"Peralta, David",0_2,111.99999999999996,45.651344593369856,35.43895464863501,30.90970075799508,40.7601291012231,31.64192379342413,27.59794710535276
444482,"Peralta, David",1_0,159.99999999999994,25.999999999999964,100.0,33.99999999999996,16.249999999999982,62.50000000000002,21.24999999999998
444482,"Peralta, David",1_1,139.99999999999994,27.239789173966592,65.92216267651337,46.83804814951996,19.456992267119002,47.08725905465243,33.45574867822856
444482,"Peralta, David",1_2,146.99999999999991,56.5998837264109,60.49807984499874,29.90203642859026,38.50332226286458,41.155156357142026,20.341521379993384
444482,"Peralta, David",2_0,46.000000000000014,4.166185720354817,35.785707886910906,6.0481063927342875,9.05692547903221,77.79501714545847,13.148057375509318
444482,"Peralta, David",2_1,66.00000000000003,14.026339411414146,40.97534508582749,10.998315502758395,21.252029411233543,62.083856190647694,16.664114398118773
444482,"Peralta, David",2_2,115.00000000000009,26.726378703383777,69.36022197635346,18.913399320262858,23.24032930729022,60.31323650117687,16.44643419153291
444482,"Peralta, David",3_0,10.999999999999982,0.0,9.999999999999982,1.0000000000000004,0.0,90.90909090909089,9.09090909090911
444482,"Peralta, David",3_1,20.0,3.0575219155547204,14.942478084445284,1.9999999999999962,15.287609577773603,74.71239042222642,9.99999999999998
444482,"Peralta, David",3_2,69.00000000000006,13.79999999999997,48.3000000000001,6.899999999999985,19.99999999999994,70.00000000000009,9.99999999999997
453568,"Blackmon, Charlie",0_0,406.9999999999989,82.06419297749946,286.85202653602846,38.083780486470964,20.163192377764048,70.47961339951578,9.357194222720164
453568,"Blackmon, Charlie",0_1,210.99999999999994,55.00000000000001,119.9999999999999,36.000000000000014,26.066350710900483,56.87203791469191,17.061611374407594
453568,"Blackmon, Charlie",0_2,91.00000000000001,22.900521675689447,51.204788895510994,16.894689428799563,25.165408434823565,56.2689987862758,18.565592778900616
453568,"Blackmon, Charlie",1_0,157.99999999999997,30.03534559165717,108.81910673629987,19.145547672042944,19.009712399783023,68.87285236474676,12.11743523547022
453568,"Blackmon, Charlie",1_1,153.9999999999999,33.093722701551094,86.91365703872842,33.99262025972038,21.489430325682545,56.43743963553798,22.073130038779485
453568,"Blackmon, Charlie",1_2,121.0,34.8601870240024,60.25334111250763,25.886471863489973,28.810071920663137,49.796149679758365,21.39377839957849
453568,"Blackmon, Charlie",2_0,55.999999999999986,10.092553358357371,38.84794805412716,7.059498587515454,18.022416711352456,69.37133581094137,12.60624747770617
